User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Arizona Republicans of Pre 2022 LD15,,none,,,,641,,2021-12-15 12:19:38 EST,2021/12/15,12:19:38,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/531206290251498/permalink/4870056306366453,"# **December 14th 2021  Another Date Which Will Live In Infamy!** # Conservative Party in Britain SURRENDERS FREEDOM to VAX PASSPORTS! # **Coming to America Soon, UNLESS** # ***(Be on the lookout for VAX to VOTE Movement!)***",,,,,,0,,,1,-26,-1
Michigan Republicans,,none,,,,1111,,2021-10-13 20:21:54 EDT,2021/10/13,20:21:54,Status,40,17,7,10,6,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/412715803033372/permalink/660869801551303,# **The following is a list of job boards that have been set up to connect unvaccinated employees with employers who do not mandate the vaccine (courtesy of FEC United / FB page: FEC United Michigan):** # **Vaccine Free Jobs:** **https://vaccinefreejobs.org/?utm_linkidx=18&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **Jobs Not Jabs:** **https://jobsnotjabs.com/?utm_linkidx=1&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021%20Commerce%20Pillar%20Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **No Vax Jobs USA: ** **https://novaxjobsusa.com/?utm_linkidx=2&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **No Vax Mandate:** **https://novaxmandate.org/?utm_linkidx=15&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **The Freedom People: ** **https://jobs.thefreedompeople.org/?utm_linkidx=14&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021%20Commerce%20Pillar%20Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **Search Right:** **https://searchrightcareers.com/companies/?utm_linkidx=17&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **Red Balloon:** **https://redballoon.work/?utm_linkidx=16&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr**,,,,,,0,,,40,1.18,2
Clare County Republican Party,,none,,,,721,,2021-10-23 18:26:24 EDT,2021/10/23,18:26:24,Status,49,9,8,31,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/31625349168/permalink/10159652550609169,# **The following is a list of job boards that have been set up to connect unvaccinated employees with employers who do not mandate the vaccine (courtesy of FEC United / FB page: FEC United Michigan):** # **Vaccine Free Jobs:** **https://vaccinefreejobs.org/?utm_linkidx=18&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **Jobs Not Jabs:** **https://jobsnotjabs.com/?utm_linkidx=1&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021%20Commerce%20Pillar%20Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **No Vax Jobs USA:** **https://novaxjobsusa.com/?utm_linkidx=2&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **No Vax Mandate:** **https://novaxmandate.org/?utm_linkidx=15&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **The Freedom People:** **https://jobs.thefreedompeople.org/?utm_linkidx=14&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021%20Commerce%20Pillar%20Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE~fmtt3htr** # **Search Right:** **https://searchrightcareers.com/companies/?utm_linkidx=17&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr** # **Red Balloon:** **https://redballoon.work/?utm_linkidx=16&utm_source=pin_email&utm_medium=email&utm_campaign=10.7.2021+Commerce+Pillar+Newsletter&utm_campaign_id=ba6dc02f-c378-4b61-8132-b99a7a7d1641&orig_to=qdpnqlzxE%7efmtt3htr**,,,,,,0,,,49,1.32,-1
FED UP CONSERVATIVES SUPPORT GROUP,,none,,,,2207,,2020-12-18 08:48:33 EST,2020/12/18,8:48:33,Status,4,1,0,2,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/148276115763053/permalink/765048160752509,"## **[Stacey Wolfe](https://www.facebook.com/stacey.wolfe.716?__cft__%5B0%5D=AZX-XpX-6va5qGdi76QnwDi0dYA4jJdxiUen0efEC3c5Zi8IGDuFu82JlvQuArU52qBqMDbN8vWzAl8Y86d-kIw4SjeENQl4DeVHE_q5kvDpQxlwHTosKR-SyRblfW0HpEbQQSkc_5KoFadVPdQc2AYjyn7Qwh-ORMIj_TVU5gWg-FSyaz5zjtD5eron-M_9u_4&__tn__=-UC%2CP-y-R)** I THINK YOU HAD ALL BETTER READ THIS: Message by a concerned citizen copied. Pay attention: """"""""I'm not a conspiracy theorist, I have a PhD in computer science my partner has a PhD in Chemistry, based on research in the area of Biological Synthesis of Pharmaceutically Active Molecules All of those considering taking, or being bribed into taking this vaccine, with the promise of freedoms restored that you already had and have conceded... 1) You do realise this is not a normal vaccine, yes? 2) You recognise that this permanently and irreversibly changes your DNA? 3) You fully understand that this has never been done before in the history of mankind and there is not a single person on this planet who truly knows what the outcome is? 4) You are totally aware, that if anything does go wrong, you have no come back and cannot be treated? Just checking you know what I know, Also if you still think Covid is real and very dangerous then ask yourself these questions; Why are GP's not isolating? dying? Why are frontline staff not isolating? dying? Why are police officers not isolating? dying? Why are soldiers not isolating? dying? Why are bus drivers not isolating? dying? Why are most hospitals empty? Why are testing centres empty? Why is it that 96% of people testing positive are mask wearers? Why is it bacterial pneumonia is on the rise because of mask wearing? Yet it's kept hush hush. Why is it that large conglomerates can stay open whilst small businesses of the same industry are bullied into shutting? Why is it that the BBC was funded by Bill Gates to peddle pro Covid propaganda? Why is it that the biggest censorship campaign is now in force? Why is it that if you even question the narrative you believe the earth is flat and that lizard people exist? Why is it that the 'Great Reset' is being openly advertised yet people still deny it? Why is it that in Wuhan people were dropping dead in the streets yet it's happening nowhere else? Why is it that the mainstream media are using crisis actors and dummies to peddle fear? Why is it that our police force has undergone a huge militarisation? Why has police brutality skyrocketed? Why are the fact-check websites funded by the same elites that are funding the media for pro covid propaganda? Why is Google blacklisting well documented science that disproves all this pro covid science? Why is Google blacklisting anything that questions the narrative? If this virus was so deadly then why; Would you need a test to tell you that you've got it? Why are graveyards and crematoriums not overflowing? Why are hospitals not overwhelmed to the point of everything else is fully cancelled? Why are people not dropping dead like in Wuhan? Why do you need an app to tell you to isolate? Why has China gone back to 'normal' without a vaccine? Why has Covid-19 never been isolated? """"""""Hell on earth is looking in the mirror and wondering what could of been"""""""" The next stage of the Covid1984 Operation is to """"""""deploy"""""""" the vaccine amongst the public. The """"""""authorities"""""""" know that a lot of people who accept the lockdown measures and who accept wearing masks to """"""""protect the common good"""""""" are unhappy about having rushed vaccine injected into them. So to deter them the media is now in over drive to portray those with reservations as """"""""dangerous anti-vaxxers"""""""". Despite the fact that a lot of people with reservations are not anti vax, not anti science, not anti medicine or pharmacetical drugs. They're just anti not having a choice about whether to have this vaccine or not. By labelling all Covid Vacine hesitant or refusers as crazed anti science conpiracy theorists it creates an US vs Them dialectic that will then be used to create a conflict where those who say no to the vaccine will be blamed by those content to roll up their sleeves and have it for preventing the country from moving out of rolling lockdowns and """"""""back to normal"""""""". Articles like this are programming the minds of people in society to """"""""choose a side"""""""" which can then be pitted against each other and via the divide and rule technique ultimately control us all. How about we respect one another's right to choose what we do with our own bodies and decide for ourselves whether we have the vaccine or not rather than force one another's choice on the other instead? They are called """"""""our own bodies"""""""" for a reason.... we own our own bodies. Our bodies are our property and as such no one else has the right to tell us what we should put in or on our bodies. Those claiming that right are saying in not so many words that they own us and have the right to control us against our wishes as that is....slavery. So Moderna have come out with a better vaccine which is 95% (truncated)",,,,,,0,,,4,-5.5,1
Republicans Against Trumpism Group,,none,,,,4839,,2021-07-27 10:31:55 EDT,2021/7/27,10:31:55,Status,28,18,1,6,1,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2146644498947733/permalink/2992276631051178,"#TuesdayThoughts I don't think the President's slogan should be """"""""Build Back Better."""""""" I think it should be """"""""Have Some Fucking Common Sense."""""""" Seeing people refuse the Vax only confirms my belief that common sense is not so common !! #GetVaccinated",,,,,,0,,,28,-1.93,0
Botetourt Conservatives and Independent Thinkers,,none,,,,1052,,2021-08-04 07:52:48 EDT,2021/8/4,7:52:48,Status,50,32,2,15,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/211813046697642/permalink/524652645413679,"綽Sharing Resources 漎 If you are being forced to Vax in order to keep your job, here's a great way to handle it. The secret is NOT to refuse it A friend in the NHS is being pressured to take the jab. I write with regard to the matter of potential covid vaccine and my desire to be fully informed and appraised of ALL facts before going ahead. Id be most grateful if you could please provide the following information, in accordance with statutory legal requirements: 1. Can you please advise me of the approved legal status of any vaccine and if it is experimental? 2. Can you please provide details and assurances that the vaccine has been fully, independently and rigorously tested against control groups and the subsequent outcomes of those tests? 3. Can you please advise of the full list of contents of the vaccine I am to receive and if any are toxic to the body? 4. Can you please fully advise of all the adverse reactions associated with this vaccine since its introduction? 5. Can you please confirm that the vaccine you are advocating is NOT experimental mRNA gene altering therapy? 6. Can you please confirm that I will not be under any duress from yourselves as my employers, in compliance with the Nuremberg Code? 7. Can you please advise me of the likely risk of fatality, should I be unfortunate to contract Covid 19 and the likelihood of recovery? Once I have received the above information in full and I am satisfied that there is NO threat to my health, I will be happy to accept your offer to receive the treatment, but with certain conditions - namely that: 1. You confirm that I will suffer no harm. 2. Following acceptance of this, the offer must be signed by a fully qualified doctor who will take full legal and financial responsibility for any injuries occurring to myself, and/or from any interactions by authorized personnel regarding these procedures. 3. In the event that I should have to decline the offer of vaccination, please confirm that it will not compromise my position and that I will not suffer prejudice and discrimination as a result? I would also advise that my inalienable rights are reserved. The point being though, is that they CANNOT provide that information but youve NOT refused",,,,,,0,,,50,1.28,1
South Florida Republicans,,none,,,,573,,2022-02-18 08:21:05 EST,2022/2/18,8:21:05,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/755968128560517/permalink/1106117640212229,"19 R Senators voted to continue vax mandates: Barrasso Blunt Capito Cassidy Collins Cornyn Hegarty Hyde-Smith Kennedy McConnell Moran Murkowski Portman Rounds Rubio Shelby Tillis Wicker Young Romney, Graham, Inhofe, & Burr didnt even care enough to show up. Shame on them.",,,,,,0,,,0,-32,1
South Florida Republicans,,none,,,,573,,2022-02-18 08:17:18 EST,2022/2/18,8:17:18,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/755968128560517/permalink/1106115820212411,"19 R Senators voted to continue vax mandates: Barrasso Blunt Capito Cassidy Collins Cornyn Hegarty Hyde-Smith Kennedy McConnell Moran Murkowski Portman Rounds Rubio Shelby Tillis Wicker Young Romney, Graham, Inhofe, & Burr didnt even care enough to show up. Shame on them.",,,,,,0,,,0,-32,-1
Orange County Republicans,,none,,,,1585,,2021-08-28 20:07:46 EDT,2021/8/28,20:07:46,Status,5,3,1,0,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/groups/57699914755/permalink/10159655012569756,"1976 Swine Flu - History Repeating! Fort Dix soldier dies during training Feb. 76. Two others show flu systems. Gov. announced a Pandemic. Congress swiftly authorizes vaccination of the entire U.S. population. Feds order 200 million vaccinations. 76 is a normal flu season. Through SUMMER (when no flu exists!) feds still fear-monger and urge mass vaccination. Vax arrives in Fall, President gets the shot on TV. The VACCINATION is what crippled people: As Gov. fear-mongers, people get Vaxxed an it causes Guilliane Barre, immune system collapse, paralysis and respiratory failure. Thousand due the Feds. Seems to me theyve been testing and preparing for this Tyrannical Genocidal farce for a long time... ",,,,,,0,,,5,-4.8,1
Leavenworth County Republican Party of Kansas Group,,none,,,,898,,2020-05-17 15:18:49 EDT,2020/5/17,15:18:49,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/165959620271/permalink/10158015567825272,"A few questions for our local legislators. [David French](https://www.facebook.com/david.french.545?fref=gs&__tn__=%2CdK-R-R-R&eid=ARC6_SZylxYo5VWLX2ruIl2zG_y117XNqCVYYRsIV_oyWUrQnfbvpG6ywuEptsQobMaiX2dEeZE2TR40&dti=165959620271&hc_location=group) [Ken Collins](https://www.facebook.com/ken.collins.1238?fref=gs&__tn__=%2CdK-R-R-R&eid=ARBnJQEgFYoObGXchL2z7CW70hXrAAr5oLHKvmwEL5G_NA-RUcPRYR4az61JysgD69leWy2Htsa4aVmA&dti=165959620271&hc_location=group) [Kevin Braun](https://www.facebook.com/KevinBraunKs36?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCYsdVNxQ3Z-dRqDyRn_hw1XvE-yzoQ0kLLF019TKHJowAF6yAT5fHvL0vSNbgVyv7W4mBCQMLQJwAQ&dti=165959620271&hc_location=group) [Willie Dove](https://www.facebook.com/willie.dove3?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCiuVkBmD6LpRHkkBBeSwY01HBdSSLPoqrNbBPXRPe_21Amjx9hC0C6U1dkwluQmBFyGXqU31O2Mc0G&dti=165959620271&hc_location=group) [Daniel Hawkins](https://www.facebook.com/danhawkinskansas?fref=gs&__tn__=%2CdK-R-R-R&eid=ARAStt9VPXQbCaxhVHaJ5OB3Zpnq0x9NCxh9Hg-KWdTaij0EcOxKil9a79WWmO49bi6GHEB_flmMD5Ja&dti=165959620271&hc_location=group) Challengers? L.w. Neelly Others? If one listens to the Gov's comments, could it be she's priming the people for an election plan: -not opening w/o a mandatory vax; -expecting/planning a surge in positives next fall -possible mandated testing for school, work, activities -may need to tighten the state back up Could she then say: -it's not safe to vote in-person, vote only by mail-in ballot? -only way to vote in-person is with mandatory negative test &/or vax? Does our current legislation ensure polling places will be open and our freedom for in-person voting next fall should Gov Kelly / Lee Norman determine it's """"""""not safe""""""""? If not, will you make changes to our statutes protect our constitutional right to vote in person?",,,,,,0,,,2,-12.5,0
Weld County Republicans,,none,,,,4555,,2021-10-26 14:31:13 EDT,2021/10/26,14:31:13,Status,57,2,42,0,0,0,0,0,13,0,,-,0,0,0,,https://www.facebook.com/groups/54900483187/permalink/10159569805833188,A friend of mine saw on Twitter that Polis wants to mandate the vax in Colorado; does anyone know if this is true?!,,,,,,0,,,57,-1.09,0
Conservative Minuteman Group,,none,,,,552,,2022-02-12 23:43:27 EST,2022/2/12,23:43:27,Status,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1672175892808914/permalink/5639660369393760,"A L E R T Linda G Miller- Hope this gets posted: morning news today did a report from a lab here in OKC. If all goes well, next fall, FLU SHOTS will be MADE WITH mNRA as well as other VAX. They are super excited about being able to apply this mNRA to other VAX stating it will be faster to make the different VAX so they can make more of them? personally, I am opting out of getting anymore vax. I have always gotten my FLU VAX and the others recommended by my doc. .. NOW? I don't trust them. I never thought I would join the anti vax movement, but it looks like I am.",,,,,,0,,,2,-9.5,1
Politically Incorrect News for Conservatives,,none,,,,1446,,2022-02-12 23:46:37 EST,2022/2/12,23:46:37,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/741393512704952/permalink/2197158137128475,"A L E R T Linda G Miller- Hope this gets posted: morning news today did a report from a lab here in OKC. If all goes well, next fall, FLU SHOTS will be MADE WITH mNRA as well as other VAX. They are super excited about being able to apply this mNRA to other VAX stating it will be faster to make the different VAX so they can make more of them? personally, I am opting out of getting anymore vax. I have always gotten my FLU VAX and the others recommended by my doc. .. NOW? I don't trust them. I never thought I would join the anti vax movement, but it looks like I am.",,,,,,0,,,0,-32,-1
Conservative Causes Connection,,none,,,,12715,,2022-02-12 23:47:53 EST,2022/2/12,23:47:53,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/981902888492081/permalink/5589525807729743,"A L E R T Linda G Miller- Hope this gets posted: morning news today did a report from a lab here in OKC. If all goes well, next fall, FLU SHOTS will be MADE WITH mNRA as well as other VAX. They are super excited about being able to apply this mNRA to other VAX stating it will be faster to make the different VAX so they can make more of them? personally, I am opting out of getting anymore vax. I have always gotten my FLU VAX and the others recommended by my doc. .. NOW? I don't trust them. I never thought I would join the anti vax movement, but it looks like I am.",,,,,,0,,,0,-30,-1
Denton County Republicans,,none,,,,3359,,2021-11-13 10:23:21 EST,2021/11/13,10:23:21,Status,28,0,25,1,0,0,0,0,2,0,,-,0,0,0,,https://www.facebook.com/groups/143528712521463/permalink/1716467681894217,"A list of 15 state house members have called for a 4th special session to address the Covid vax mandate, poised to cost many of our friends and neighbors their jobs. Missing from that list are Representatives Jared Patterson, Tan Parker and Lynn Stuckey. WHY?",,,,,,0,,,28,-1.18,2
New Jersey Constitutional Republicans,,none,,,,3194,,2021-10-27 09:45:19 EDT,2021/10/27,9:45:19,Status,11,3,2,3,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2130036173888858/permalink/3704988389726954,"a Warning to all of NJ. while in one breath The king murphy says he is not planning on vax mandates, in another he exposes that he will. after the project veritas vids, the governor responded to the Lakewood scoop(odd that) that he is not planning on vaccine mandates. Then at his covid briefing he says he is ready by the end of next week (after the elections) to roll out the jab to doctors hospitals and SCHOOLS. why would he go to schools for a 5 year old? unless he is planning on a mandate and giving jabs to the kids without their parents permission? is there anyway we can get an injuction before he has a chance to do this???? We NEED to do something NOW. if we wait it will be too late. the damage will be done. remember there is no approved vaccine available in the US. the formula that was approved is NOT the one available. these jabs are all under a EUA. you are the test subjects.",,,,,,0,,,11,-2.36,2
NJ Conservatives United,,none,,,,484,,2021-10-27 08:04:01 EDT,2021/10/27,8:04:01,Status,6,3,1,1,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/418560585664754/permalink/1017827795738027,"a Warning to all of NJ. while in one breath The king murphy says he is not planning on vax mandates, in another he exposes that he will. after the project veritas vids, the governor responded to the Lakewood scoop(odd that) that he is not planning on vaccine mandates. Then at his covid briefing he says he is ready by the end of next week (after the elections) to roll out the jab to doctors hospitals and SCHOOLS. why would he go to schools for a 5 year old? unless he is planning on a mandate and giving jabs to the kids without their parents permission? is there anyway we can get an injuction before he has a chance to do this???? We NEED to do something NOW. if we wait it will be too late. the damage will be done. remember there is no approved vaccine available in the US. the formula that was approved is NOT the one available. these jabs are all under a EUA. you are the test subjects.",,,,,,0,,,6,-0.67,-1
NJ Conservative Talk Radio Group,,none,,,,120,,2021-10-27 08:05:23 EDT,2021/10/27,8:05:23,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/298357151070828/permalink/853450122228192,"a Warning to all of NJ. while in one breath The king murphy says he is not planning on vax mandates, in another he exposes that he will. after the project veritas vids, the governor responded to the Lakewood scoop(odd that) that he is not planning on vaccine mandates. Then at his covid briefing he says he is ready by the end of next week (after the elections) to roll out the jab to doctors hospitals and SCHOOLS. why would he go to schools for a 5 year old? unless he is planning on a mandate and giving jabs to the kids without their parents permission? is there anyway we can get an injuction before he has a chance to do this???? We NEED to do something NOW. if we wait it will be too late. the damage will be done. remember there is no approved vaccine available in the US. the formula that was approved is NOT the one available. these jabs are all under a EUA. you are the test subjects.",,,,,,0,,,1,-0.8,-1
Oregon: Josephine County Republicans,,none,,,,992,,2021-09-23 13:55:04 EDT,2021/9/23,13:55:04,Status,14,11,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/459793064071359/permalink/4746952115355411,"ACTION ALERT: The Daily Discourger is at again, trying to push the narrative of forcing face masks on citizens entering all businesses, with their newest poll. http://www.thedailycourier.com/ POLL QUESTION: Should county fairgrounds officials shut down events on the property that do not adhere to state health rules regarding masks indoors? You know what to do色色色色色色色色向OTE NO  VOTE NO  VOTE NO  VOTE NO I wont cooperate with any more lockdowns; mask mandates and I reject vax passports. I will see friends and family whenever and wherever I want. If you dont stand up now you may never have the chance again, this is not about our safety this is about control of the people. STAND UP OREGON.while you still can.",,,,,,0,,,14,-2.79,2
Leavenworth County Republican Party of Kansas Group,,none,,,,893,,2020-05-14 10:32:37 EDT,2020/5/14,10:32:37,Status,8,4,3,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/165959620271/permalink/10158003990820272,"After listening to the SFC meeting yesterday, I wondered if the legislature is planning to put anything in their plans that will ensure that mandated vaccines and/or mandated testing will not be forced upon Kansans? Especially as a condition for fully opening the state? What would stop her? Both the gov and the doc have mentioned several times, that """"""""that state can't fully open until there's a vaccine""""""""... You may or may not know, Norman currently has the authority to put in place ANY vax/testing he chooses - safe or not - WITHOUT legislative approval. How would the rights of KS citizens be protected against something like this? Would the current religious and medical exemptions stand? What about for those who do not want to not take the covid vax but are not religious or have a medical reason? [David French](https://www.facebook.com/david.french.545?fref=gs&__tn__=%2CdK-R-R-R&eid=ARC6_SZylxYo5VWLX2ruIl2zG_y117XNqCVYYRsIV_oyWUrQnfbvpG6ywuEptsQobMaiX2dEeZE2TR40&dti=165959620271&hc_location=group) [Ken Collins](https://www.facebook.com/ken.collins.1238?fref=gs&__tn__=%2CdK-R-R-R&eid=ARBnJQEgFYoObGXchL2z7CW70hXrAAr5oLHKvmwEL5G_NA-RUcPRYR4az61JysgD69leWy2Htsa4aVmA&dti=165959620271&hc_location=group) [Kevin Braun](https://www.facebook.com/KevinBraunKs36?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCYsdVNxQ3Z-dRqDyRn_hw1XvE-yzoQ0kLLF019TKHJowAF6yAT5fHvL0vSNbgVyv7W4mBCQMLQJwAQ&dti=165959620271&hc_location=group) [Willie Dove](https://www.facebook.com/willie.dove3?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCiuVkBmD6LpRHkkBBeSwY01HBdSSLPoqrNbBPXRPe_21Amjx9hC0C6U1dkwluQmBFyGXqU31O2Mc0G&dti=165959620271&hc_location=group) [Daniel Hawkins](https://www.facebook.com/danhawkinskansas?fref=gs&__tn__=%2CdK-R-R-R&eid=ARAStt9VPXQbCaxhVHaJ5OB3Zpnq0x9NCxh9Hg-KWdTaij0EcOxKil9a79WWmO49bi6GHEB_flmMD5Ja&dti=165959620271&hc_location=group) Where do you stand? Would you take this vaccine if it were a requirement to serve in the legislature? Fellow citizens, if the risk of loosing a big piece of your health freedom bothers you, consider contacting your legislators and those on the LCC. Rep Eplee and a number of conservatives and progressives strongly support big pharma interests in KS. And with the Pfizer plant in McPherson geared up to be one of the fast track manufacturers of a covid vaccine -Kansans better be wary. Theres big $$ to made here - at what expense? Our liberty? Our health? The gov is doing everything she can to control the masses and wouldn't KS having the first vax and the first mandatory vaxxed population be a """"""""feather in her cap""""""""? Even Fauci has said that with any covid vax there will be injuries/casulties. This is the case with any vax. And with this one there """"""""is not time for best scenario testing"""""""". Are you to prepared be forced to have the fast track & untested version of the covid vax in order to open the state? Are you prepared to be or have your children be collateral damage? What about your legislators - are you ready to be the test group? Or will you be exempt? [David French](https://www.facebook.com/david.french.545?fref=gs&__tn__=%2CdK-R-R-R&eid=ARC6_SZylxYo5VWLX2ruIl2zG_y117XNqCVYYRsIV_oyWUrQnfbvpG6ywuEptsQobMaiX2dEeZE2TR40&dti=165959620271&hc_location=group) [Ken Collins](https://www.facebook.com/ken.collins.1238?fref=gs&__tn__=%2CdK-R-R-R&eid=ARBnJQEgFYoObGXchL2z7CW70hXrAAr5oLHKvmwEL5G_NA-RUcPRYR4az61JysgD69leWy2Htsa4aVmA&dti=165959620271&hc_location=group) [Kevin Braun](https://www.facebook.com/KevinBraunKs36?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCYsdVNxQ3Z-dRqDyRn_hw1XvE-yzoQ0kLLF019TKHJowAF6yAT5fHvL0vSNbgVyv7W4mBCQMLQJwAQ&dti=165959620271&hc_location=group) [Willie Dove](https://www.facebook.com/willie.dove3?fref=gs&__tn__=%2CdK-R-R-R&eid=ARCiuVkBmD6LpRHkkBBeSwY01HBdSSLPoqrNbBPXRPe_21Amjx9hC0C6U1dkwluQmBFyGXqU31O2Mc0G&dti=165959620271&hc_location=group) [Daniel Hawkins](https://www.facebook.com/danhawkinskansas?fref=gs&__tn__=%2CdK-R-R-R&eid=ARAStt9VPXQbCaxhVHaJ5OB3Zpnq0x9NCxh9Hg-KWdTaij0EcOxKil9a79WWmO49bi6GHEB_flmMD5Ja&dti=165959620271&hc_location=group) Citizens - and legislators - should have the choice to be tested and vaxxed. And our state should open without these types of conditions. This absolutely should be a priority as part of restraining the powers of the gov.",,,,,,0,,,8,-3.12,2
